Feature ID	Taxon
JN119359.1.1536	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus; s__Oceanobacillus_sp.
AH004175.1.1443	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Ralstonia; s__Burkholderia_gladioli
LC087116.1.2537	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Tylenchida; f__Tylenchida; g__Bursaphelenchus; s__Bursaphelenchus_kesiyae
KY629944.1.1298	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__Micrococcus_sp.
AY929371.1.1781	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Cucurbitales; f__Cucurbitales; g__Lagenaria; s__Lagenaria_breviflora
AY955000.1.1728	d__Eukaryota; p__Chlorophyta; c__Mamiellophyceae; o__Mamiellales; f__Mamiellales; g__Micromonas; s__Micromonas_pusilla
KY625563.1.1200	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
GU319864.1.1684	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Wildemania; s__Wildemania_variegata
AF549498.1.1539	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
HQ384682.1.1748	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Garryales; f__Garryales; g__Eucommia; s__Eucommia_ulmoides
AF534573.1.1456	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Nitratireductor; s__Nitratireductor_aquibiodomus
JN400112.1.1455	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JQ821496.1.1767	d__Eukaryota; p__Annelida; c__Clitellata; o__Branchiobdellida; f__Branchiobdellida; g__Branchiobdellida; s__Pterodrilus_hobbsi
AB004723.1.1464	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_schleiferi
HL283453.1.1461	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__unidentified
AF536384.1.1423	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Mesonia_algae
AB001440.1.1538	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_coronafaciens
KU221420.1.1445	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Xanthomonas; s__bacterium_R55
JN049503.1.1354	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium_paraffinicum
JN180133.1.1437	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Promicromonosporaceae; g__Cellulosimicrobium; s__Cellulosimicrobium_funkei
JN215495.1.1508	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
AB004749.1.1449	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Lelliottia; s__Lelliottia_amnigena
LC052384.1.1818	d__Eukaryota; p__Nematozoa; c__Enoplea; o__Dorylaimia; f__Trichocephalida; g__Trichocephalida; s__Eucoleus_sp.
X84331.1.1435	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Haloquadratum; s__unidentified
JQ798600.1.1713	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Halichaetonotus_sp.
HG780361.1.1237	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter_hydrocarbonoclasticus
MF000607.1.1624	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Bacillariophyceae; s__Entomoneis_gracilis
JN411408.1.1285	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN089710.1.1214	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ochrobactrum; s__Ochrobactrum_sp.
JN196137.1.1414	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas_kyungheensis
CP002685.3706.5513	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Brassicales; f__Brassicales; g__Arabidopsis; s__Arabidopsis_thaliana
JN128267.1.1419	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Aeromonadaceae; g__Oceanisphaera; s__Oceanisphaera_donghaensis
JN547782.1.1413	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.
KY980334.1.1655	d__Eukaryota; p__Ciliophora; c__Intramacronucleata; o__Spirotrichea; f__Choreotrichia; g__Choreotrichia; s__Laackmanniella_prolongata
AF542230.1.1406	d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Family_XI; g__Peptoniphilus; s__Peptoniphilus_lacrimalis
JN378396.1.1464	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillaceae_bacterium
KY951738.1.2177	d__Eukaryota; p__Arthropoda; c__Malacostraca; o__Peracarida; f__Peracarida; g__Peracarida; s__Ketosoma_werneri
AY909588.1.2298	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Clymene; g__Porphyra-Clymene; s__Porphyra_sp.
KY631491.1.1531	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN085506.1.1382	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium; s__Mesorhizobium_sp.
JN225413.1.1400	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_aeruginosa
JN257101.1.1351	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
JN201953.1.1335	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_lavendulae
JN566022.1.1373	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_albulus
JQ581037.3310.5220	d__Eukaryota; p__Arthropoda; c__Insecta; o__Coleoptera; f__Coleoptera; g__Coleoptera; s__Diabrotica_virgifera
AC184066.36256.37853	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Malpighiales; f__Malpighiales; g__Populus; s__Populus_trichocarpa
JN093101.1.1481	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Listeriaceae; g__Listeria; s__Listeria_fleischmannii
HG763856.1.1279	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Aeromonadaceae; g__Aeromonas; s__Aeromonas_sp.
HG780370.1.1269	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Nitratireductor; s__Nitratireductor_sp.
LC019991.1.1784	d__Eukaryota; p__Annelida; c__Polychaeta; o__Spionida; f__Spionida; g__Spionida; s__Pseudopolydora_paucibranchiata
JN244984.1.1414	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__Arthrobacter_sp.
KJ624065.29957.31422	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Trachydiscus_minutus
M64245.1.1796	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Peridiniales; f__Peridiniales; g__Crypthecodinium; s__Crypthecodinium_cohnii
JN215506.1.1457	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_dendritiformis
AF539778.1.1491	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas_sp.
HG726037.1.1490	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_sp.
L81937.1.1986	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Derocheilocaris_typicus
JN049463.1.1474	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__actinobacterium_ZXY014
LC033479.1.1810	d__Eukaryota; p__Cnidaria; c__Cubozoa; o__Chirodropida; f__Chirodropida; g__Chirodropida; s__Meteorona_kishinouyei
AF544206.1.1534	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__rumen_bacterium
AY929347.1.1785	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Celastrales; f__Celastrales; g__Lepuropetalon; s__Lepuropetalon_spathulatum
JN256942.1.1219	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Halomonas_sp.
L12432.1.1806	d__Eukaryota; p__Tunicata; c__Ascidiacea; o__Stolidobranchia; f__Stolidobranchia; g__Stolidobranchia; s__Molgula_oculata
MF101444.1.1471	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Dipterosiphonia_australica
AF524860.1.1357	d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Acidobacteriales; f__uncultured; g__uncultured; s__bacterium_K-5b2
JN049468.1.1445	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__actinobacterium_ZXY019
AB012199.1.1745	d__Eukaryota; p__Apicomplexa; c__Aconoidasida; o__Piroplasmorida; f__Piroplasmorida; g__Theileria; s__Theileria_sp.
JN561614.1.1301	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Orbaceae; g__Orbus; s__Orbus_sasakiae
KJ635657.1.1744	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Chlamydomonadales; f__Chlamydomonadales; g__Oophila; s__Oophila_sp.
JN408707.1.1496	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Kitasatospora; s__Kitasatospora_sp.
AB007419.1.1513	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leucobacter; s__Leucobacter_komagatae
JN049487.1.1459	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Saccharomonospora; s__actinobacterium_ZXY038
HG780366.1.1288	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesonia; s__Salegentibacter_sp.
JN400101.1.1433	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_geysiriensis
JN565281.1.1343	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Scytonema_PCC-7110; s__Scytonema_cf.
JN187087.1.1375	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Serinicoccus; s__Serinicoccus_sp.
JN411345.1.1425	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_subtilis
JN366737.1.1462	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
AF550640.1.1417	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_upsaliensis
AB032206.1.1406	d__Eukaryota; p__Parabasalia; c__Trichomonadea; o__Trichomonadea; f__Trichomonadea; g__Trichomonadea; s__Reticulitermes_speratus
KY649498.1.1221	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Leuconostoc_pseudomesenteroides
JN381500.1.1520	d__Bacteria; p__Halanaerobiaeota; c__Halanaerobiia; o__Halanaerobiales; f__Halanaerobiaceae; g__Halanaerobium; s__Halanaerobium_sehlinense
KU221443.1.1447	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Curtobacterium; s__bacterium_R45
AF550655.1.1415	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_showae
JQ798543.1.1684	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_heterocanthus
JN207970.1.1389	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquimarina; s__bacterium_EBAD54
JN104393.1.1404	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Gemmobacter; s__Gemmobacter_lanyuensis
KU236368.1.1456	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Geobacillus_stearothermophilus
AY909584.1.2313	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Porphyra-Pyropia; s__Porphyra_sp.
KY643484.1.1264	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_putida
KY922106.1.1953	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Nanorchestes_sp.
AY846384.1.2409	d__Eukaryota; p__Chlorophyta; c__Chlorophyceae; o__Sphaeropleales; f__Sphaeropleales; g__Monoraphidium; s__Monoraphidium_saxatile
JN176589.1.1333	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__Sphingomonas_sp.
AF531474.1.1512	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Leifsonia; s__naphthalene-utilizing_bacterium
KU229983.1.1456	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_putida
JN043518.1.1483	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactiplantibacillus; s__Lactobacillus_plantarum
AB032208.1.1404	d__Eukaryota; p__Parabasalia; c__Trichonymphea; o__Trichonymphea; f__Trichonymphea; g__Trichonympha; s__Reticulitermes_yaeyamanus
JN089705.1.1216	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ochrobactrum; s__Ochrobactrum_sp.
JN085523.1.1351	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Mesorhizobium; s__Mesorhizobium_sp.
JN180219.1.1477	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_libani
KJ463447.1.1504	d__Eukaryota; p__Diatomea; c__Bacillariophyceae; o__Bacillariophyceae; f__Bacillariophyceae; g__Amphora; s__Amphora_waldeniana
JN381516.1.1441	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__Achromobacter_xylosoxidans
GU474897.7194.8647	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__SAR202_clade; f__SAR202_clade; g__SAR202_clade; s__uncultured_Chloroflexi
KU221425.1.1390	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__bacterium_R62
L76354.1.1789	d__Eukaryota; p__Arthropoda; c__Arachnida; o__Acari; f__Acari; g__Acari; s__Argas_lahorensis
JN381011.1.1362	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Legionellaceae; g__Legionella; s__Legionella_sp.
KY646025.1.1488	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_veronii
HL281762.1.1281	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobium; s__unidentified
AF539698.1.1402	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Salinibacterium; s__Salinibacterium_amurskyense
JN408748.1.1479	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
KY630641.1.1206	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
AB001521.1.1560	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__Ornithodoros_moubata
JN408736.1.1479	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
LC004467.1.1678	d__Eukaryota; p__Nematozoa; c__Chromadorea; o__Diplogasterida; f__Diplogasterida; g__Diplogasterida; s__Teratodiplogaster_variegatae
AC121240.27170.28879	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Pinophyta; f__Pinophyta; g__Pinophyta; s__Medicago_truncatula
JN196527.1.1441	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Halogeometricum; s__Halogeometricum_sp.
LC052375.1.1800	d__Eukaryota; p__Nematozoa; c__Enoplea; o__Dorylaimia; f__Trichocephalida; g__Trichocephalida; s__Capillaria_suis
KU233242.1.1449	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Candidatus_Symbiobacter; s__Rhodoferax_sp.
JN377815.1.1516	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus; s__Paenibacillus_sp.
JN133899.1.1456	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_amyloliquefaciens
AY909597.1.2282	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Clymene; g__Porphyra-Clymene; s__Porphyra_sp.
AF538961.1.1505	d__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__Mycoplasmopsis_opalescens
L28055.1.1796	d__Eukaryota; p__Echinodermata; c__Echinoidea; o__Echinoidea; f__Echinoidea; g__Echinoidea; s__Strongylocentrotus_purpuratus
JN112013.1.1451	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Halomonas_sp.
JN082728.1.1435	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_sp.
KJ577867.1.1641	d__Eukaryota; p__Diatomea; c__Mediophyceae; o__Mediophyceae; f__Mediophyceae; g__Mediophyceae; s__Plagiogramma_sp.
JN180176.1.1427	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Pseudonocardiales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia_alaniniphila
AB006764.1.1458	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Oceanospirillaceae; g__Oceanospirillum; s__Oceanospirillum_multiglobuliferum
AB003933.1.1432	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Kineosporia; s__Kineosporia_rhizophila
KJ481826.1.1794	d__Eukaryota; p__Dinoflagellata; c__Dinophyceae; o__Gonyaulacales; f__Gonyaulacales; g__Azadinium; s__Azadinium_concinnum
GU474898.26782.28206	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Alphaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acuticoccus; s__uncultured_Rhizobiales
HL282209.1.1334	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__unidentified
GU474899.20346.21747	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae; g__Litorivivens; s__uncultured_gamma
AY952383.1.1791	d__Eukaryota; p__Phragmoplastophyta; c__Embryophyta; o__Liliopsida; f__Liliales; g__Veratrum; s__Veratrum_maackii
JN180188.1.1483	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_pulveraceus
KY973335.1.1915	d__Eukaryota; p__Apicomplexa; c__Conoidasida; o__Coccidia; f__Eimeriorina; g__Sarcocystis; s__Sarcocystis_cervicanis
JQ821346.1.1730	d__Eukaryota; p__Euglenozoa; c__Kinetoplastea; o__Prokinetoplastina; f__Prokinetoplastina; g__Ichthyobodo; s__Ichthyobodo_sp.
KY646016.1.1557	d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_licheniformis
JN204472.1.1481	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Arsenophonus; s__Arsenophonus_endosymbiont
JN049483.1.1455	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Agrococcus; s__actinobacterium_ZXY034
L10827.1.1807	d__Eukaryota; p__Porifera; c__Calcarea; o__Leucosolenida; f__Leucosolenida; g__Leucosolenida; s__Sycon_ciliatum
JN210904.1.1423	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__Arthrobacter_sp.
JN180157.1.1448	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micromonosporales; f__Micromonosporaceae; g__Micromonospora; s__Micromonospora_tulbaghiae
JN210900.1.1438	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter_sp.
AB005656.1.1474	d__Archaea; p__Halobacterota; c__Halobacteria; o__Halobacterales; f__Haloferacaceae; g__Natronorubrum; s__Natronorubrum_tibetense
MG835448.1.1347	d__Bacteria; p__Firmicutes; c__Bacilli; o__Entomoplasmatales; f__Spiroplasmataceae; g__Spiroplasma; s__uncultured_Spiroplasma
KJ522683.1.2115	d__Eukaryota; p__Chlorophyta; c__Trebouxiophyceae; o__Chlorellales; f__Chlorellales; g__Oocystis; s__Oocystis_sp.
JQ798572.1.1715	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Heterolepidoderma_sp.
JQ798602.1.1721	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_cf.
FW562653.1.1495	d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Hungateiclostridiaceae; g__Thermoclostridium; s__unidentified
HG738133.1.1443	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium; s__Chryseobacterium_geocarposphaerae
JN565282.1.1311	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Scytonema_PCC-7110; s__Scytonema_cf.
GU319836.1.1721	d__Eukaryota; p__Bangiales; c__Bangiales; o__Bangiales; f__Porphyra-Pyropia; g__Boreophyllum; s__Boreophyllum_aestivale
AF542521.1.1418	d__Bacteria; p__Firmicutes; c__Thermoanaerobacteria; o__Thermoanaerobacterales; f__Thermoanaerobacteraceae; g__Thermoanaerobacter; s__Thermoanaerobacter_ethanolicus
JN180217.1.1476	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_lydicus
AF524863.1.1344	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospirillaceae; g__Telmatospirillum; s__Telmatospirillum_siberiense
JN222370.1.1337	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Trabulsiella; s__Cronobacter_sp.
JN119264.1.1473	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio; s__bacterium_M15(2011)
LC014162.405.2232	d__Eukaryota; p__Hemichordata; c__Enteropneusta; o__Enteropneusta; f__Ptychoderidae; g__Ptychoderidae; s__Ptychodera_flava
JQ798540.1.1717	d__Eukaryota; p__Gastrotricha; c__Gastrotricha; o__Chaetonotida; f__Chaetonotida; g__Chaetonotida; s__Chaetonotus_uncinus
LC007053.1.1766	d__Eukaryota; p__Scalidophora; c__Kinorhyncha; o__Homalorhagida; f__Homalorhagida; g__Homalorhagida; s__Pycnophyes_robustus
JN377678.1.1388	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Microvirga; s__Microvirga_sp.
AF533352.1.1433	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas; s__Roseomonas_gilardii
JN242774.1.1338	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas; s__Candidatus_Halomonas
JN107753.1.1379	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces; s__Streptomyces_sp.
JN384085.1.1222	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Anaplasmataceae; g__Wolbachia; s__Wolbachia_endosymbiont
AB004727.1.1503	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__Microbacterium_hominis
